Container;treatment;rain;olivine;crop;olivine_yesno;plant_yesno;replica;depth;daysafterseeding;date;Unique_ID;Mg_umol_l;DSi_umol_l;Cr_nmol_l;Ni_nmol_l;DIC_umol_kg;water_outflow_ml;water_outflow_measurement_date;pH_NBS;pH_remarks;pH_measurement_date
49;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;5;1;94;22-Jan-2014 00:00:00;2014-01-22_49.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
50;Mesocosm;Event;none;Barley;ol_no;plant_yes;3;1;94;22-Jan-2014 00:00:00;2014-01-22_50.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
51;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;2;1;94;22-Jan-2014 00:00:00;2014-01-22_51.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
52;Mesocosm;Event;none;Wheat;ol_no;plant_yes;2;1;94;22-Jan-2014 00:00:00;2014-01-22_52.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
53;Mesocosm;Event;none;Barley;ol_no;plant_yes;2;1;94;22-Jan-2014 00:00:00;2014-01-22_53.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
54;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;5;1;94;22-Jan-2014 00:00:00;2014-01-22_54.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
55;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;3;1;94;22-Jan-2014 00:00:00;2014-01-22_55.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
56;Mesocosm;Event;none;Wheat;ol_no;plant_yes;1;1;94;22-Jan-2014 00:00:00;2014-01-22_56.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
57;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;4;1;94;22-Jan-2014 00:00:00;2014-01-22_57.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
58;Blank;Event;fine;none;ol_yes;plant_no;4;1;94;22-Jan-2014 00:00:00;2014-01-22_58.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
59;Blank;Event;none;none;ol_no;plant_no;3;1;94;22-Jan-2014 00:00:00;2014-01-22_59.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
60;Blank;Event;fine;none;ol_yes;plant_no;3;1;94;22-Jan-2014 00:00:00;2014-01-22_60.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
61;Blank;Event;fine;none;ol_yes;plant_no;1;1;94;22-Jan-2014 00:00:00;2014-01-22_61.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
62;Blank;Event;none;none;ol_no;plant_no;1;1;94;22-Jan-2014 00:00:00;2014-01-22_62.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
63;Blank;Event;coarse;none;ol_yes;plant_no;3;1;94;22-Jan-2014 00:00:00;2014-01-22_63.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
64;Blank;Event;coarse;none;ol_yes;plant_no;2;1;94;22-Jan-2014 00:00:00;2014-01-22_64.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
65;Blank;Event;fine;none;ol_yes;plant_no;2;1;94;22-Jan-2014 00:00:00;2014-01-22_65.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
66;Blank;Event;coarse;none;ol_yes;plant_no;1;1;94;22-Jan-2014 00:00:00;2014-01-22_66.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
67;Blank;Event;none;none;ol_no;plant_no;2;1;94;22-Jan-2014 00:00:00;2014-01-22_67.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
68;Blank;Event;none;none;ol_no;plant_no;4;1;94;22-Jan-2014 00:00:00;2014-01-22_68.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
69;Blank;Event;coarse;none;ol_yes;plant_no;4;1;94;22-Jan-2014 00:00:00;2014-01-22_69.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
70;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;2;1;94;22-Jan-2014 00:00:00;2014-01-22_70.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
71;Mesocosm;Event;none;Barley;ol_no;plant_yes;4;1;94;22-Jan-2014 00:00:00;2014-01-22_71.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
72;Mesocosm;Event;none;Wheat;ol_no;plant_yes;4;1;94;22-Jan-2014 00:00:00;2014-01-22_72.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
73;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;1;1;94;22-Jan-2014 00:00:00;2014-01-22_73.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
74;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;2;1;94;22-Jan-2014 00:00:00;2014-01-22_74.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
75;Mesocosm;Event;none;Wheat;ol_no;plant_yes;3;1;94;22-Jan-2014 00:00:00;2014-01-22_75.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
76;Mesocosm;Event;none;Barley;ol_no;plant_yes;5;1;94;22-Jan-2014 00:00:00;2014-01-22_76.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
77;Mesocosm;Event;none;Wheat;ol_no;plant_yes;5;1;94;22-Jan-2014 00:00:00;2014-01-22_77.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
78;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;4;1;94;22-Jan-2014 00:00:00;2014-01-22_78.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
79;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;4;1;94;22-Jan-2014 00:00:00;2014-01-22_79.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
80;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;3;1;94;22-Jan-2014 00:00:00;2014-01-22_80.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
81;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;1;1;94;22-Jan-2014 00:00:00;2014-01-22_81.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
82;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;3;1;94;22-Jan-2014 00:00:00;2014-01-22_82.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
83;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;1;1;94;22-Jan-2014 00:00:00;2014-01-22_83.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
84;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;1;1;94;22-Jan-2014 00:00:00;2014-01-22_84.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
85;Blank no soil;Continuous;none;none;ol_no;plant_no;1;1;94;22-Jan-2014 00:00:00;2014-01-22_85.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
86;Blank no soil;Event;none;none;ol_no;plant_no;1;1;94;22-Jan-2014 00:00:00;2014-01-22_86.1;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
1;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_01.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
2;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_02.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
3;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_03.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
4;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_04.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
5;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_05.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
6;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_06.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
7;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_07.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
8;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_08.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
9;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_09.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
10;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_10.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
11;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_11.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
12;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_12.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
13;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_13.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
14;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_14.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
15;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_15.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
16;Blank;Continuous;fine;none;ol_yes;plant_no;4;2;94;22-Jan-2014 00:00:00;2014-01-22_16.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
17;Blank;Continuous;coarse;none;ol_yes;plant_no;1;2;94;22-Jan-2014 00:00:00;2014-01-22_17.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
18;Blank;Continuous;fine;none;ol_yes;plant_no;3;2;94;22-Jan-2014 00:00:00;2014-01-22_18.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
19;Blank;Continuous;coarse;none;ol_yes;plant_no;4;2;94;22-Jan-2014 00:00:00;2014-01-22_19.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
20;Blank;Continuous;coarse;none;ol_yes;plant_no;3;2;94;22-Jan-2014 00:00:00;2014-01-22_20.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
21;Blank;Continuous;fine;none;ol_yes;plant_no;2;2;94;22-Jan-2014 00:00:00;2014-01-22_21.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
22;Blank;Continuous;none;none;ol_no;plant_no;1;2;94;22-Jan-2014 00:00:00;2014-01-22_22.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
23;Blank;Continuous;none;none;ol_no;plant_no;2;2;94;22-Jan-2014 00:00:00;2014-01-22_23.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
24;Blank;Continuous;fine;none;ol_yes;plant_no;1;2;94;22-Jan-2014 00:00:00;2014-01-22_24.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
25;Blank;Continuous;none;none;ol_no;plant_no;3;2;94;22-Jan-2014 00:00:00;2014-01-22_25.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
26;Blank;Continuous;coarse;none;ol_yes;plant_no;2;2;94;22-Jan-2014 00:00:00;2014-01-22_26.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
27;Blank;Continuous;none;none;ol_no;plant_no;4;2;94;22-Jan-2014 00:00:00;2014-01-22_27.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
28;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_28.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
29;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_29.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
30;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_30.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
31;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_31.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
32;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_32.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
33;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_33.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
34;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_34.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
35;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_35.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
36;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_36.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
37;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_37.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
38;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_38.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
39;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_39.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
40;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_40.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
41;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_41.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
42;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_42.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
43;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_43.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
44;Mesocosm;Event;none;Barley;ol_no;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_44.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
45;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_45.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
46;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_46.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
47;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_47.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
48;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_48.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
49;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_49.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
50;Mesocosm;Event;none;Barley;ol_no;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_50.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
51;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_51.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
52;Mesocosm;Event;none;Wheat;ol_no;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_52.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
53;Mesocosm;Event;none;Barley;ol_no;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_53.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
54;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_54.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
55;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_55.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
56;Mesocosm;Event;none;Wheat;ol_no;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_56.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
57;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_57.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
58;Blank;Event;fine;none;ol_yes;plant_no;4;2;94;22-Jan-2014 00:00:00;2014-01-22_58.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
59;Blank;Event;none;none;ol_no;plant_no;3;2;94;22-Jan-2014 00:00:00;2014-01-22_59.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
60;Blank;Event;fine;none;ol_yes;plant_no;3;2;94;22-Jan-2014 00:00:00;2014-01-22_60.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
61;Blank;Event;fine;none;ol_yes;plant_no;1;2;94;22-Jan-2014 00:00:00;2014-01-22_61.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
62;Blank;Event;none;none;ol_no;plant_no;1;2;94;22-Jan-2014 00:00:00;2014-01-22_62.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
63;Blank;Event;coarse;none;ol_yes;plant_no;3;2;94;22-Jan-2014 00:00:00;2014-01-22_63.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
64;Blank;Event;coarse;none;ol_yes;plant_no;2;2;94;22-Jan-2014 00:00:00;2014-01-22_64.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
65;Blank;Event;fine;none;ol_yes;plant_no;2;2;94;22-Jan-2014 00:00:00;2014-01-22_65.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
66;Blank;Event;coarse;none;ol_yes;plant_no;1;2;94;22-Jan-2014 00:00:00;2014-01-22_66.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
67;Blank;Event;none;none;ol_no;plant_no;2;2;94;22-Jan-2014 00:00:00;2014-01-22_67.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
68;Blank;Event;none;none;ol_no;plant_no;4;2;94;22-Jan-2014 00:00:00;2014-01-22_68.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
69;Blank;Event;coarse;none;ol_yes;plant_no;4;2;94;22-Jan-2014 00:00:00;2014-01-22_69.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
70;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_70.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
71;Mesocosm;Event;none;Barley;ol_no;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_71.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
72;Mesocosm;Event;none;Wheat;ol_no;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_72.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
73;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_73.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
74;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;2;2;94;22-Jan-2014 00:00:00;2014-01-22_74.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
75;Mesocosm;Event;none;Wheat;ol_no;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_75.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
76;Mesocosm;Event;none;Barley;ol_no;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_76.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
77;Mesocosm;Event;none;Wheat;ol_no;plant_yes;5;2;94;22-Jan-2014 00:00:00;2014-01-22_77.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
78;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_78.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
79;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;4;2;94;22-Jan-2014 00:00:00;2014-01-22_79.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
80;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_80.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
81;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_81.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
82;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;3;2;94;22-Jan-2014 00:00:00;2014-01-22_82.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
83;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_83.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
84;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;1;2;94;22-Jan-2014 00:00:00;2014-01-22_84.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
85;Blank no soil;Continuous;none;none;ol_no;plant_no;1;2;94;22-Jan-2014 00:00:00;2014-01-22_85.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
86;Blank no soil;Event;none;none;ol_no;plant_no;1;2;94;22-Jan-2014 00:00:00;2014-01-22_86.2;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
1;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;5;3;94;22-Jan-2014 00:00:00;2014-01-22_01.3;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
2;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;4;3;94;22-Jan-2014 00:00:00;2014-01-22_02.3;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
3;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;1;3;94;22-Jan-2014 00:00:00;2014-01-22_03.3;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
4;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;3;3;94;22-Jan-2014 00:00:00;2014-01-22_04.3;NaN;NaN;NaN;NaN;NaN;0;22-Jan-2014 00:00:00;NaN;;NaT
