Container;treatment;rain;olivine;crop;olivine_yesno;plant_yesno;replica;depth;daysafterseeding;date;Unique_ID;Mg_umol_l;DSi_umol_l;Cr_nmol_l;Ni_nmol_l;DIC_umol_kg;water_outflow_ml;water_outflow_measurement_date;pH_NBS;pH_remarks;pH_measurement_date
33;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;1;2;310;27-Aug-2014 00:00:00;2014-08-27_33.2;438.1814441;155.8811486;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
34;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;3;2;310;27-Aug-2014 00:00:00;2014-08-27_34.2;423.369677;154.5637429;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
35;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;4;2;310;27-Aug-2014 00:00:00;2014-08-27_35.2;770.2118906;152.7478592;NaN;NaN;NaN;40;27-Aug-2014 00:00:00;NaN;;NaT
36;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;2;2;310;27-Aug-2014 00:00:00;2014-08-27_36.2;1256.531578;157.5902156;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
37;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;5;2;310;27-Aug-2014 00:00:00;2014-08-27_37.2;891.9975314;156.5576543;NaN;NaN;NaN;56;27-Aug-2014 00:00:00;NaN;;NaT
38;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;1;2;310;27-Aug-2014 00:00:00;2014-08-27_38.2;4871.425633;91.8623489;NaN;NaN;NaN;39;27-Aug-2014 00:00:00;NaN;;NaT
39;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;2;2;310;27-Aug-2014 00:00:00;2014-08-27_39.2;593.704999;186.8579872;NaN;NaN;NaN;20;27-Aug-2014 00:00:00;NaN;;NaT
40;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;4;2;310;27-Aug-2014 00:00:00;2014-08-27_40.2;NaN;NaN;NaN;NaN;NaN;0;27-Aug-2014 00:00:00;NaN;;NaT
41;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;2;2;310;27-Aug-2014 00:00:00;2014-08-27_41.2;4431.186999;95.81456624;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
42;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;1;2;310;27-Aug-2014 00:00:00;2014-08-27_42.2;512.2402798;154.0296594;NaN;NaN;NaN;38;27-Aug-2014 00:00:00;NaN;;NaT
43;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;2;2;310;27-Aug-2014 00:00:00;2014-08-27_43.2;6039.909484;126.5065603;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
44;Mesocosm;Event;none;Barley;ol_no;plant_yes;1;2;310;27-Aug-2014 00:00:00;2014-08-27_44.2;598.2308167;162.183333;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
45;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;5;2;310;27-Aug-2014 00:00:00;2014-08-27_45.2;4217.239251;116.1097363;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
46;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;4;2;310;27-Aug-2014 00:00:00;2014-08-27_46.2;6550.092574;115.4688362;NaN;NaN;NaN;38;27-Aug-2014 00:00:00;NaN;;NaT
47;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;3;2;310;27-Aug-2014 00:00:00;2014-08-27_47.2;3916.478091;144.4161578;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
48;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;5;2;310;27-Aug-2014 00:00:00;2014-08-27_48.2;6027.566344;119.0293924;NaN;NaN;NaN;40;27-Aug-2014 00:00:00;NaN;;NaT
49;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;5;2;310;27-Aug-2014 00:00:00;2014-08-27_49.2;1133.923061;153.3887593;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
50;Mesocosm;Event;none;Barley;ol_no;plant_yes;3;2;310;27-Aug-2014 00:00:00;2014-08-27_50.2;701.9131866;164.8537502;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
51;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;2;2;310;27-Aug-2014 00:00:00;2014-08-27_51.2;751.2857437;163.1802888;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
52;Mesocosm;Event;none;Wheat;ol_no;plant_yes;2;2;310;27-Aug-2014 00:00:00;2014-08-27_52.2;407.8173215;166.7052394;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
53;Mesocosm;Event;none;Barley;ol_no;plant_yes;2;2;310;27-Aug-2014 00:00:00;2014-08-27_53.2;849.6194199;167.5597728;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
54;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;5;2;310;27-Aug-2014 00:00:00;2014-08-27_54.2;1312.075705;165.1029891;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
55;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;3;2;310;27-Aug-2014 00:00:00;2014-08-27_55.2;1416.169512;160.1182105;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
56;Mesocosm;Event;none;Wheat;ol_no;plant_yes;1;2;310;27-Aug-2014 00:00:00;2014-08-27_56.2;794.8981691;163.1802888;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
57;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;4;2;310;27-Aug-2014 00:00:00;2014-08-27_57.2;1418.63814;159.9045771;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
58;Blank;Event;fine;none;ol_yes;plant_no;4;2;310;27-Aug-2014 00:00:00;2014-08-27_58.2;3007.611603;163.0378665;NaN;NaN;NaN;35;27-Aug-2014 00:00:00;NaN;;NaT
59;Blank;Event;none;none;ol_no;plant_no;3;2;310;27-Aug-2014 00:00:00;2014-08-27_59.2;490.0226291;187.9973652;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
60;Blank;Event;fine;none;ol_yes;plant_no;3;2;310;27-Aug-2014 00:00:00;2014-08-27_60.2;2797.366797;147.5138417;NaN;NaN;NaN;9;27-Aug-2014 00:00:00;NaN;;NaT
61;Blank;Event;fine;none;ol_yes;plant_no;1;2;310;27-Aug-2014 00:00:00;2014-08-27_61.2;3177.124049;151.3236368;NaN;NaN;NaN;10;27-Aug-2014 00:00:00;NaN;;NaT
62;Blank;Event;none;none;ol_no;plant_no;1;2;310;27-Aug-2014 00:00:00;2014-08-27_62.2;719.6050195;189.5284043;NaN;NaN;NaN;45;27-Aug-2014 00:00:00;NaN;;NaT
63;Blank;Event;coarse;none;ol_yes;plant_no;3;2;310;27-Aug-2014 00:00:00;2014-08-27_63.2;1153.672084;186.2526927;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
64;Blank;Event;coarse;none;ol_yes;plant_no;2;2;310;27-Aug-2014 00:00:00;2014-08-27_64.2;1676.198313;186.466326;NaN;NaN;NaN;54;27-Aug-2014 00:00:00;NaN;;NaT
65;Blank;Event;fine;none;ol_yes;plant_no;2;2;310;27-Aug-2014 00:00:00;2014-08-27_65.2;3159.432216;152.9614926;NaN;NaN;NaN;33;27-Aug-2014 00:00:00;NaN;;NaT
66;Blank;Event;coarse;none;ol_yes;plant_no;1;2;310;27-Aug-2014 00:00:00;2014-08-27_66.2;588.3563053;173.6839294;NaN;NaN;NaN;55;27-Aug-2014 00:00:00;NaN;;NaT
67;Blank;Event;none;none;ol_no;plant_no;2;2;310;27-Aug-2014 00:00:00;2014-08-27_67.2;697.3873689;210.7849246;NaN;NaN;NaN;25;27-Aug-2014 00:00:00;NaN;;NaT
68;Blank;Event;none;none;ol_no;plant_no;4;2;310;27-Aug-2014 00:00:00;2014-08-27_68.2;837.2762806;179.3808193;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
69;Blank;Event;coarse;none;ol_yes;plant_no;4;2;310;27-Aug-2014 00:00:00;2014-08-27_69.2;NaN;NaN;NaN;NaN;NaN;0;27-Aug-2014 00:00:00;NaN;;NaT
70;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;2;2;310;27-Aug-2014 00:00:00;2014-08-27_70.2;NaN;NaN;NaN;NaN;NaN;0;27-Aug-2014 00:00:00;NaN;;NaT
71;Mesocosm;Event;none;Barley;ol_no;plant_yes;4;2;310;27-Aug-2014 00:00:00;2014-08-27_71.2;324.0485497;154.6705595;NaN;NaN;NaN;33;27-Aug-2014 00:00:00;NaN;;NaT
72;Mesocosm;Event;none;Wheat;ol_no;plant_yes;4;2;310;27-Aug-2014 00:00:00;2014-08-27_72.2;543.098128;144.9502412;NaN;NaN;NaN;44;27-Aug-2014 00:00:00;NaN;;NaT
73;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;1;2;310;27-Aug-2014 00:00:00;2014-08-27_73.2;6842.213536;91.04342098;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
74;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;2;2;310;27-Aug-2014 00:00:00;2014-08-27_74.2;5398.066242;115.8604974;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
75;Mesocosm;Event;none;Wheat;ol_no;plant_yes;3;2;310;27-Aug-2014 00:00:00;2014-08-27_75.2;702.3246246;162.8242331;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
76;Mesocosm;Event;none;Barley;ol_no;plant_yes;5;2;310;27-Aug-2014 00:00:00;2014-08-27_76.2;624.5628472;153.2463371;NaN;NaN;NaN;49;27-Aug-2014 00:00:00;NaN;;NaT
77;Mesocosm;Event;none;Wheat;ol_no;plant_yes;5;2;310;27-Aug-2014 00:00:00;2014-08-27_77.2;754.9886855;158.1955101;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
78;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;4;2;310;27-Aug-2014 00:00:00;2014-08-27_78.2;5093.602139;113.0120525;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
79;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;4;2;310;27-Aug-2014 00:00:00;2014-08-27_79.2;1446.615923;147.1221805;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
80;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;3;2;310;27-Aug-2014 00:00:00;2014-08-27_80.2;5105.945279;114.6143028;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
81;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;1;2;310;27-Aug-2014 00:00:00;2014-08-27_81.2;1249.537132;163.1090776;NaN;NaN;NaN;56;27-Aug-2014 00:00:00;NaN;;NaT
82;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;3;2;310;27-Aug-2014 00:00:00;2014-08-27_82.2;680.1069739;177.2444856;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
83;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;1;2;310;27-Aug-2014 00:00:00;2014-08-27_83.2;6011.108825;141.1048406;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
84;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;1;2;310;27-Aug-2014 00:00:00;2014-08-27_84.2;900.2262909;160.8659273;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
85;Blank no soil;Continuous;none;none;ol_no;plant_no;1;2;310;27-Aug-2014 00:00:00;2014-08-27_85.2;NaN;NaN;NaN;NaN;NaN;0;27-Aug-2014 00:00:00;NaN;;NaT
86;Blank no soil;Event;none;none;ol_no;plant_no;1;2;310;27-Aug-2014 00:00:00;2014-08-27_86.2;NaN;NaN;NaN;NaN;NaN;0;27-Aug-2014 00:00:00;NaN;;NaT
1;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;5;3;310;27-Aug-2014 00:00:00;2014-08-27_01.3;625.3857231;183.2618255;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
2;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;4;3;310;27-Aug-2014 00:00:00;2014-08-27_02.3;938.4900226;168.8771786;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
3;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;1;3;310;27-Aug-2014 00:00:00;2014-08-27_03.3;968.5249949;162.5749942;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
4;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;3;3;310;27-Aug-2014 00:00:00;2014-08-27_04.3;1084.139066;168.0938563;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
5;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;2;3;310;27-Aug-2014 00:00:00;2014-08-27_05.3;784.6122197;175.8914742;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
6;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;5;3;310;27-Aug-2014 00:00:00;2014-08-27_06.3;1230.199547;172.4021292;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
7;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;5;3;310;27-Aug-2014 00:00:00;2014-08-27_07.3;742.2341082;180.6626195;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
8;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;2;3;310;27-Aug-2014 00:00:00;2014-08-27_08.3;562.0242748;170.0165566;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
9;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;5;3;310;27-Aug-2014 00:00:00;2014-08-27_09.3;490.4340671;172.0816792;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
10;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;2;3;310;27-Aug-2014 00:00:00;2014-08-27_10.3;944.6615923;166.812056;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
11;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;3;3;310;27-Aug-2014 00:00:00;2014-08-27_11.3;1162.723719;168.7703619;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
12;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;1;3;310;27-Aug-2014 00:00:00;2014-08-27_12.3;427.4840568;176.2831354;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
13;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;4;3;310;27-Aug-2014 00:00:00;2014-08-27_13.3;513.0631557;183.0125866;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
14;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;3;3;310;27-Aug-2014 00:00:00;2014-08-27_14.3;454.2275252;173.8619572;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
15;Mesocosm;Continuous;fine;Wheat;ol_yes;plant_yes;4;3;310;27-Aug-2014 00:00:00;2014-08-27_15.3;1310.018515;150.9319756;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
16;Blank;Continuous;fine;none;ol_yes;plant_no;4;3;310;27-Aug-2014 00:00:00;2014-08-27_16.3;987.4511417;181.7307863;NaN;NaN;NaN;43;27-Aug-2014 00:00:00;NaN;;NaT
17;Blank;Continuous;coarse;none;ol_yes;plant_no;1;3;310;27-Aug-2014 00:00:00;2014-08-27_17.3;854.5566756;178.5618914;NaN;NaN;NaN;16;27-Aug-2014 00:00:00;NaN;;NaT
18;Blank;Continuous;fine;none;ol_yes;plant_no;3;3;310;27-Aug-2014 00:00:00;2014-08-27_18.3;915.860934;191.7003436;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
19;Blank;Continuous;coarse;none;ol_yes;plant_no;4;3;310;27-Aug-2014 00:00:00;2014-08-27_19.3;1138.037441;174.0043795;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
20;Blank;Continuous;coarse;none;ol_yes;plant_no;3;3;310;27-Aug-2014 00:00:00;2014-08-27_20.3;2128.780086;163.0378665;NaN;NaN;NaN;18;27-Aug-2014 00:00:00;NaN;;NaT
21;Blank;Continuous;fine;none;ol_yes;plant_no;2;3;310;27-Aug-2014 00:00:00;2014-08-27_21.3;1350.750874;171.5119902;NaN;NaN;NaN;16;27-Aug-2014 00:00:00;NaN;;NaT
22;Blank;Continuous;none;none;ol_no;plant_no;1;3;310;27-Aug-2014 00:00:00;2014-08-27_22.3;747.1713639;245.5359527;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
23;Blank;Continuous;none;none;ol_no;plant_no;2;3;310;27-Aug-2014 00:00:00;2014-08-27_23.3;984.1596379;190.9170212;NaN;NaN;NaN;24;27-Aug-2014 00:00:00;NaN;;NaT
24;Blank;Continuous;fine;none;ol_yes;plant_no;1;3;310;27-Aug-2014 00:00:00;2014-08-27_24.3;782.5550298;186.8223817;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
25;Blank;Continuous;none;none;ol_no;plant_no;3;3;310;27-Aug-2014 00:00:00;2014-08-27_25.3;638.9631763;206.9751295;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
26;Blank;Continuous;coarse;none;ol_yes;plant_no;2;3;310;27-Aug-2014 00:00:00;2014-08-27_26.3;582.1847357;198.322978;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
27;Blank;Continuous;none;none;ol_no;plant_no;4;3;310;27-Aug-2014 00:00:00;2014-08-27_27.3;677.226908;179.6656638;NaN;NaN;NaN;48;27-Aug-2014 00:00:00;NaN;;NaT
28;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;3;3;310;27-Aug-2014 00:00:00;2014-08-27_28.3;745.93705;167.7734062;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
29;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;1;3;310;27-Aug-2014 00:00:00;2014-08-27_29.3;791.6066653;181.0186751;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
30;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;4;3;310;27-Aug-2014 00:00:00;2014-08-27_30.3;652.1291915;184.3655979;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
31;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;5;3;310;27-Aug-2014 00:00:00;2014-08-27_31.3;630.7344168;172.4733403;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
32;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;3;3;310;27-Aug-2014 00:00:00;2014-08-27_32.3;864.431187;184.436809;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
33;Mesocosm;Continuous;none;Wheat;ol_no;plant_yes;1;3;310;27-Aug-2014 00:00:00;2014-08-27_33.3;940.5472125;173.4702961;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
34;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;3;3;310;27-Aug-2014 00:00:00;2014-08-27_34.3;696.1530549;179.238397;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
35;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;4;3;310;27-Aug-2014 00:00:00;2014-08-27_35.3;570.6644723;170.3370066;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
36;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;2;3;310;27-Aug-2014 00:00:00;2014-08-27_36.3;694.918741;166.3847893;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
37;Mesocosm;Continuous;coarse;Wheat;ol_yes;plant_yes;5;3;310;27-Aug-2014 00:00:00;2014-08-27_37.3;773.0919564;171.7256235;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
38;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;1;3;310;27-Aug-2014 00:00:00;2014-08-27_38.3;997.7370911;183.0837977;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
39;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;2;3;310;27-Aug-2014 00:00:00;2014-08-27_39.3;700.2674347;193.3381994;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
40;Mesocosm;Continuous;coarse;Barley;ol_yes;plant_yes;4;3;310;27-Aug-2014 00:00:00;2014-08-27_40.3;461.6334088;181.6595752;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
41;Mesocosm;Continuous;fine;Barley;ol_yes;plant_yes;2;3;310;27-Aug-2014 00:00:00;2014-08-27_41.3;816.2929438;163.9636111;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
42;Mesocosm;Continuous;none;Barley;ol_no;plant_yes;1;3;310;27-Aug-2014 00:00:00;2014-08-27_42.3;752.1086196;181.1967029;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
43;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;2;3;310;27-Aug-2014 00:00:00;2014-08-27_43.3;1190.701502;168.6991508;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
44;Mesocosm;Event;none;Barley;ol_no;plant_yes;1;3;310;27-Aug-2014 00:00:00;2014-08-27_44.3;541.0409381;221.7870431;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
45;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;5;3;310;27-Aug-2014 00:00:00;2014-08-27_45.3;953.7132277;188.5670542;NaN;NaN;NaN;57;27-Aug-2014 00:00:00;NaN;;NaT
46;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;4;3;310;27-Aug-2014 00:00:00;2014-08-27_46.3;1535.897963;188.4602375;NaN;NaN;NaN;56;27-Aug-2014 00:00:00;NaN;;NaT
47;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;3;3;310;27-Aug-2014 00:00:00;2014-08-27_47.3;1275.046287;170.9779067;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
48;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;5;3;310;27-Aug-2014 00:00:00;2014-08-27_48.3;1168.483851;172.5089459;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
49;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;5;3;310;27-Aug-2014 00:00:00;2014-08-27_49.3;606.8710142;192.6972993;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
50;Mesocosm;Event;none;Barley;ol_no;plant_yes;3;3;310;27-Aug-2014 00:00:00;2014-08-27_50.3;680.1069739;184.1519645;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
51;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;2;3;310;27-Aug-2014 00:00:00;2014-08-27_51.3;793.6638552;196.3646722;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
52;Mesocosm;Event;none;Wheat;ol_no;plant_yes;2;3;310;27-Aug-2014 00:00:00;2014-08-27_52.3;513.0631557;188.2109986;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
53;Mesocosm;Event;none;Barley;ol_no;plant_yes;2;3;310;27-Aug-2014 00:00:00;2014-08-27_53.3;918.3295618;207.1175518;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
54;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;5;3;310;27-Aug-2014 00:00:00;2014-08-27_54.3;1078.790372;190.8458101;NaN;NaN;NaN;59;27-Aug-2014 00:00:00;NaN;;NaT
55;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;3;3;310;27-Aug-2014 00:00:00;2014-08-27_55.3;1184.118494;192.6972993;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
56;Mesocosm;Event;none;Wheat;ol_no;plant_yes;1;3;310;27-Aug-2014 00:00:00;2014-08-27_56.3;826.9903312;239.9458795;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
57;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;4;3;310;27-Aug-2014 00:00:00;2014-08-27_57.3;727.8337791;180.2709583;NaN;NaN;NaN;60;27-Aug-2014 00:00:00;NaN;;NaT
58;Blank;Event;fine;none;ol_yes;plant_no;4;3;310;27-Aug-2014 00:00:00;2014-08-27_58.3;1073.853117;191.0238379;NaN;NaN;NaN;56;27-Aug-2014 00:00:00;NaN;;NaT
59;Blank;Event;none;none;ol_no;plant_no;3;3;310;27-Aug-2014 00:00:00;2014-08-27_59.3;777.6177741;181.3391252;NaN;NaN;NaN;39;27-Aug-2014 00:00:00;NaN;;NaT
60;Blank;Event;fine;none;ol_yes;plant_no;3;3;310;27-Aug-2014 00:00:00;2014-08-27_60.3;968.1135569;150.6115255;NaN;NaN;NaN;17;27-Aug-2014 00:00:00;NaN;;NaT
61;Blank;Event;fine;none;ol_yes;plant_no;1;3;310;27-Aug-2014 00:00:00;2014-08-27_61.3;777.6177741;162.6818109;NaN;NaN;NaN;12;27-Aug-2014 00:00:00;NaN;;NaT
62;Blank;Event;none;none;ol_no;plant_no;1;3;310;27-Aug-2014 00:00:00;2014-08-27_62.3;789.5494754;204.2335013;NaN;NaN;NaN;45;27-Aug-2014 00:00:00;NaN;;NaT
63;Blank;Event;coarse;none;ol_yes;plant_no;3;3;310;27-Aug-2014 00:00:00;2014-08-27_63.3;856.6138655;193.4806217;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
64;Blank;Event;coarse;none;ol_yes;plant_no;2;3;310;27-Aug-2014 00:00:00;2014-08-27_64.3;1892.20325;179.808086;NaN;NaN;NaN;12;27-Aug-2014 00:00:00;NaN;;NaT
65;Blank;Event;fine;none;ol_yes;plant_no;2;3;310;27-Aug-2014 00:00:00;2014-08-27_65.3;992.7998354;188.4602375;NaN;NaN;NaN;58;27-Aug-2014 00:00:00;NaN;;NaT
66;Blank;Event;coarse;none;ol_yes;plant_no;1;3;310;27-Aug-2014 00:00:00;2014-08-27_66.3;NaN;NaN;NaN;NaN;NaN;0;27-Aug-2014 00:00:00;NaN;;NaT
67;Blank;Event;none;none;ol_no;plant_no;2;3;310;27-Aug-2014 00:00:00;2014-08-27_67.3;737.7082905;200.4593117;NaN;NaN;NaN;22;27-Aug-2014 00:00:00;NaN;;NaT
68;Blank;Event;none;none;ol_no;plant_no;4;3;310;27-Aug-2014 00:00:00;2014-08-27_68.3;810.9442502;199.3199338;NaN;NaN;NaN;42;27-Aug-2014 00:00:00;NaN;;NaT
69;Blank;Event;coarse;none;ol_yes;plant_no;4;3;310;27-Aug-2014 00:00:00;2014-08-27_69.3;782.9664678;186.5375372;NaN;NaN;NaN;49;27-Aug-2014 00:00:00;NaN;;NaT
